Key,Translation
"MAGIKRAB_NAME",Magikrab
"MERLINE_MEETING_MAGIKRAB2",The Mer-Line will now speak through me.
"MERLINE_MEETING_MAGIKRAB3",MERLINE_MEETING_MAGIKRAB3
"AA_MERLINE_NAME",The Mer-Line
"MERLINE_MEETING_MERLINE4",{player.to_upper}, THE MER-LINE WISHES TO THANK YOU FOR YOUR PART IN DEFEATING THEIR WAYWARD STUDENT, ALEPH.
"MERLINE_MEETING_MERLINE7_OPTION1",We had help from Morgante.
"MERLINE_MEETING_MERLINE8",AH YES, MORGANTE. ALEPH’S OLD LOVER.
"MERLINE_MEETING_KEYLEIGH9",Aleph’s… lover?
"MERLINE_MEETING_MEREDITH9",Um… Aleph’s lover?
"MERLINE_MEETING_EUGENE9",What?!
"MERLINE_MEETING_FELIX9",She’s Aleph’s lover?
"MERLINE_MEETING_VIOLA9",...
"MERLINE_MEETING_MERLINE10",REBELLION AND CONQUEST WEREN’T ALWAYS ENEMIES.
"MERLINE_MEETING_MERLINE16",SPEAK YOUR MIND, {player.to_upper}. THE MER-LINE KNOWS YOU HAVE A REQUEST.
"MERLINE_MEETING_MERLINE16_OPTION1",You need to stop the Rogue Fusions!
"MERLINE_MEETING_MERLINE17",THE MER-LINE COULD STOP THE "ROGUE FUSIONS".
"MERLINE_MEETING_MERLINE20",IT IS LONG PAST TIME FOR YOU TO RETURN TO YOUR OWN WORLDS, {player.to_upper} AND {partner.to_upper}.
"MERLINE_MEETING_MAGIKRAB22",Oh. {player}.
"MERLINE_MEETING_MAGIKRAB23_OPTION1",The Mer-Line was talking through you.
"MERLINE_MEETING_MAGIKRAB24",MERLINE_MEETING_MAGIKRAB24
"MERLINE_MEETING_KAYLEIGH25",Hmm. Maybe Ianthe will know what to do.
"MERLINE_MEETING_MEREDITH25",That didn’t go how I expected.
"MERLINE_MEETING_EUGENE25",Well, maybe it’s for the best that we don't fight this one. You know what Helia said about Aleph...
"MERLINE_MEETING_FELIX25",Do you think they’re telling the truth? About our worlds needing us?
"MERLINE_MEETING_VIOLA25",Perhaps this “Mer-Line” speaks the truth.
"NOTICEBOARD_QUEST_HOYLAKE_FUSION_HOYLAKE1",Greetings, {player}!
"NOTICEBOARD_QUEST_HOYLAKE_FUSION_HOYLAKE4",How fascinating! Thank you very much for this, {player}.
"NOTICEBOARD_QUEST_HOYLAKE_5STAR_HOYLAKE1",Greetings, {player}!
"NOTICEBOARD_QUEST_HOYLAKE_5STAR_HOYLAKE4",Interesting.[pause] Very interesting.[pause] I wonder what this could mean...
"HOYLAKE_INTRO_HOYLAKE1",HOYLAKE_INTRO_HOYLAKE1
"HOYLAKE_INTRO_HOYLAKE1_OPTION1",The unknown?
"HOYLAKE_INTRO_HOYLAKE2",Indeed! [pause]As we all find ourselves marooned in this curious realm, it falls upon a steadfast and [wave amp=30 freq=10]rational mind[/wave] to make sense of the chaos that surrounds us.
"HOYLAKE_INTRO_HOYLAKE4",The humble townsfolk describe many strange beasts on this island. [pause]If we were to catalogue them, [pause]then the unknown would cease to [wave amp=30 freq=10]BE[/wave] unknown.
"HOYLAKE_INTRO_HOYLAKE5",HOYLAKE_INTRO_HOYLAKE5
"HOYLAKE_INTRO_HOYLAKE5_OPTION1",Sure!
"HOYLAKE_INTRO_HOYLAKE5_OPTION2",Not now.
"HOYLAKE_INTRO_HOYLAKE_NO",Ah, [pause]that’s a shame. If you happen to change your mind, let me know! [pause]Science shall persevere regardless!
"HOYLAKE_PART1_HOYLAKE1",Excellent! [pause]Wonderful! [pause]I have some descriptions of monsters I’ve sourced from Harbourtown’s populace. If you can record these monster forms, I’ll be able to catalogue them.
"HOYLAKE_PART1_HOYLAKE2",The first account I have is “{monster_description}, spotted {habitat_phrase}”.
"HOYLAKE_PART1_HOYLAKE4",HOYLAKE_PART1_HOYLAKE4
"HOYLAKE_INTERACT_HOYLAKE1",HOYLAKE_INTERACT_HOYLAKE1
"HOYLAKE_INTERACT_HOYLAKE1_OPTION1",Here it is!
"HOYLAKE_INTERACT_HOYLAKE_NO",Worry not! [pause]I’m sure the enigmatic creature will reveal itself soon enough! [pause]Progress is inevitable, after all!
"HOYLAKE_PART2_HOYLAKE1_RAND",Excellent! The “{monster_name}”, is it? [pause]Yes, this indeed matches up with my reports perfectly!
"HOYLAKE_PART2_HOYLAKE1",Excellent! The “Macabra”, is it? [pause]The fangs… the skull. [pause]Yes, this indeed matches up with my reports perfectly!
"HOYLAKE_PART2_HOYLAKE2",Recording monsters with cassette tapes to transform into them... [pause]it doesn’t make rational sense, and yet we see it happening before our eyes.
"HOYLAKE_PART2_HOYLAKE4",Thank you for your work! Here’s some compensation for your time!
"HOYLAKE_PART2_HOYLAKE5",Now for your next assignment...
"HOYLAKE_PART2_HOYLAKE6",A young ranger recently reported “{monster_description}, spotted {habitat_phrase}”. [pause]This sounds like a task for you, no doubt!
"HOYLAKE_PART3_HOYLAKE1_RAND",My, my! [pause]The “{monster_name}”, is it? [pause]Why you would want to transform into this thing, I do not know…
"HOYLAKE_PART3_HOYLAKE1",My, my! [pause]The “Stardigrade” is indeed a disturbing beast! [pause]Why you would want to transform into this wretched thing, I do not know…
"HOYLAKE_PART3_HOYLAKE2",Truth be told, [pause]I don’t want to transform into ANY beast! [pause]I don’t understand how this technology works, and I’d rather not experiment on [wave amp=30 freq=10]myself[/wave].
"HOYLAKE_PART3_HOYLAKE3",I’m perfectly happy leaving the monster transforming to others… [pause]Which reminds me: here’s a reward for your efforts!
"HOYLAKE_PART3_HOYLAKE4",The next rumour I’ve heard sounds too bizarre to be true. There are claims of “{monster_description}, spotted {habitat_phrase}”.
"HOYLAKE_PART4_HOYLAKE1",Huh?! [pause]It was REAL?! [pause]I never would have guessed.
"HOYLAKE_PART4_HOYLAKE2_RAND",The “{monster_name}”, I see.
"HOYLAKE_PART4_HOYLAKE2",The “Thwackalope”, I see. [pause]On earth, well, my earth at least, [pause]there is a mythical creature known as a “jackalope” that is very similar.
"HOYLAKE_PART4_HOYLAKE3",It is curious how our myths and legends appear to influence the appearance of monsters here on New Wirral…
"HOYLAKE_PART4_HOYLAKE4_OPTION1",Sure…?
"HOYLAKE_PART4_HOYLAKE5",Excellent! [pause]I will simply ask a series of questions relating to broad historical events and you can tell me if they seem familiar to you.
"HOYLAKE_PART4_HOYLAKE6_OPTION1",Yes!
"HOYLAKE_PART4_HOYLAKE7",Question two: [pause]did the “industrial revolution” occur in your world’s past?
"HOYLAKE_PART4_HOYLAKE7_OPTION1",Yes!
"HOYLAKE_PART4_HOYLAKE8",OK, question three: [pause]did mankind ever land on the moon?
"HOYLAKE_PART4_HOYLAKE8_OPTION1",Yes!
"HOYLAKE_PART4_HOYLAKE9",Right! [pause]Last question: has “The Day of the Birds” happened yet?
"HOYLAKE_PART4_HOYLAKE9_OPTION1",What?
"HOYLAKE_PART4_HOYLAKE10",HOYLAKE_PART4_HOYLAKE10
"HOYLAKE_PART4_HOYLAKE11",Thank you for your assistance once again! [pause]Take this for your troubles.
"HOYLAKE_PART4_HOYLAKE12",HOYLAKE_PART4_HOYLAKE12
"HOYLAKE_PART5_HOYLAKE1",HOYLAKE_PART5_HOYLAKE1
"HOYLAKE_PART5_HOYLAKE2_RAND",“{monster_name}”, is it?
"HOYLAKE_PART5_HOYLAKE2",“Nevermort”, is it? [pause]Quite a morbid appearance it has! [pause]It makes me think of a poem… [pause]though I can’t remember what poem, exactly.
"HOYLAKE_PART5_HOYLAKE3",Alas, we have but one monster left on my list of pressing investigations!
"HOYLAKE_PART5_HOYLAKE4",Ianthe herself has spoken of a creature that flees if it catches even a glimpse of a human being! 
"HOYLAKE_PART5_HOYLAKE5",It is supposedly “{monster_description} {habitat_phrase}”. [pause]If this sounds like something you will be able to record, [pause]I wish you good fortune! 
"HOYLAKE_PART6_HOYLAKE1_RAND",Oh, you managed to record it! [pause]The “{monster_name}”, aye?
"HOYLAKE_PART6_HOYLAKE1",Oh, you managed to record it! [pause]An “Elfless”, aye? [pause]So enigmatic, that it covers its face. [pause]Now that I think about it, there are rather a lot of monsters on New Wirral wearing masks.
"HOYLAKE_PART6_HOYLAKE2",What could the significance of this be? [pause]Perhaps there is some deep psychic connection between how human beings perceive faces, and how these monsters manifest into being…
"HOYLAKE_PART6_HOYLAKE4",HOYLAKE_PART6_HOYLAKE4
"HOYLAKE_PART6_HOYLAKE5",The truth is, [pause]I’m not [wave amp=30 freq=10]actually[/wave] a professor or a scientist.
"HOYLAKE_PART6_HOYLAKE9",HOYLAKE_PART6_HOYLAKE9
"HOYLAKE_PART6_HOYLAKE10",If you ever want to help my cataloguing further, come chat with me again. [pause]There’ll always be something new to investigate!
"HOYLAKE_PART8_HOYLAKE3",Greetings, {player}! When I have a request for you I’ll leave it on the noticeboard outside!
"HOYLAKE_PART8_HOYLAKE1",Greetings, {player}! I’m still busy cataloguing the species you recorded earlier.
"HOYLAKE_PART7_HOYLAKE1",Greetings, {player}! How many different species have you recorded out there?
"HOYLAKE_PART7_HOYLAKE2",Goodness gracious! {count}!?
"HOYLAKE_PART7_HOYLAKE3",Thank you for your work! Here’s some compensation for your time!
"HOYLAKE_PART7_HOYLAKE4",That must be all the known monsters in New Wirral! [pause]Well, [pause]except for the bootlegs, fusions, and Archangels.
"HOYLAKE_PART7_HOYLAKE7",When I have a request for you I’ll leave it on the noticeboard outside!
"HOYLAKE_PART7_HOYLAKE6",HOYLAKE_PART7_HOYLAKE6
"HOYLAKE_PART7_HOYLAKE9",Come chat with me again when you reach {next_threshold}.
"HOYLAKE_PART7_HOYLAKE8",{count}? Not bad, not bad.
"SUNNY_EUGENEDATE_SUNNY1",[wave amp=20 freq=5]…I just don’t think it’s… [pause]I think we should just be friends.[/wave]
"SUNNY_EUGENEDATE_EUGENE2",Is this because of my whole “campaign to take down the Landkeepers” thing? [pause]I know we’re an [wave amp=30 freq=10]unlikely pair[/wave] but I can’t stop thinking about you.
"SUNNY_EUGENEDATE_SUNNY4",[wave amp=20 freq=5]No, it’s not that. [pause]I’m not a Landkeeper now. [pause]I think…[/wave]
"SUNNY_EUGENEDATE_SUNNY5",[wave amp=20 freq=5]I haven’t been “Sunny” for long. [pause]I need more time to be me.[/wave]
"SUNNY_EUGENEDATE_SUNNY6",[wave amp=20 freq=5]I have enjoyed our “date”, though.[/wave]
"SUNNY_EUGENEDATE_EUGENE7",I understand. [pause]Don’t worry about it, Sunny.
"SUNNY_UNKNOWN_NAME",Dishevelled Landkeeper
"SUNNY_INTRO_SUNNY1",[wave amp=20 freq=5]Uuuuuuuuuuh...[/wave]
"SUNNY_INTRO_EUGENE2",[shake rate=30 level=10]LANDKEEPER![/shake][pause][pause] Let me guess, you’re crawling back for revenge after we brought down your whole operation,[pause] huh?!
"SUNNY_INTRO_SUNNY3",[wave amp=20 freq=5]Buuuuuuuuuh...[/wave]
"SUNNY_INTRO_KAYLEIGH4",Eugene, [pause]I think there’s something wrong with her. [pause]I think she’s,[pause] uh, [pause]broken.
"SUNNY_INTRO_SUNNY5",[wave amp=10 freq=5]Whuuhhhh…?[/wave]
"SUNNY_INTRO_EUGENE6",I… [pause]I think you might be right.
"SUNNY_INTRO_KAYLEIGH7",Sorry about the hostile reception. [pause]Why don’t you take a seat and we can get to know each other?
"SUNNY_INTRO_KAYLEIGH8",So, [pause]uh, [pause]are you feeling OK? Can you tell us about yourself?
"SUNNY_INTRO_SUNNY9",[wave amp=20 freq=5]Profits… [pause]down....[/wave]
"SUNNY_INTRO_EUGENE10",The Landkeepers were minions of an Archangel we defeated. [pause]Maybe when their boss fled, all their brains got fried? [pause]I still don’t trust her.
"SUNNY_INTRO_SUNNY11",[wave amp=20 freq=5]No… [pause]job.... [pause]prospects...[/wave]
"SUNNY_INTRO_EUGENE12",She doesn’t exactly have a sunny disposition, does she?
"SUNNY_INTRO_KAYLEIGH13",“Sunny”? [pause]Why don’t we call her Sunny? We have to call her something!
"SUNNY_INTRO_SUNNY14",[wave amp=20 freq=5]Sunny....[/wave]
"SUNNY_INTRO_SUNNY14_OPTION1",What happened to you?
"SUNNY_INTRO_SUNNY15",[wave amp=20 freq=5]Landkeepers… [pause]bankrupt.... [pause]nothing… left....[/wave]
"SUNNY_INTRO_EUGENE17",Maybe the Landkeepers only exist to carry out their jobs, and now she doesn’t know what else there is to do. [pause]Like a machine without a purpose.
"SUNNY_INTRO_KAYLEIGH18",Oh, you poor thing! [pause]There’s still plenty of time for you to make a fresh start!
"SUNNY_INTRO_SUNNY19",[wave amp=20 freq=5]Fresh… [pause]start…?[/wave]
"SUNNY_INTRO_KAYLEIGH20",Maybe the first step is getting you some new clothes, Sunny. [pause]I’m sure wearing that office outfit all day is pretty miserable!
"SUNNY_INTRO_SUNNY21",[wave amp=20 freq=5]...[/wave]
"SUNNY_INTRO_KAYLEIGH22",Then it’s agreed! [pause]{player}, [pause]let’s meet up at Harbourtown’s tailor. [pause]It’s on the upper level of Harbourtown, just north of here.
"SUNNY_PART2_KAYLEIGH1",Oh, hey! [pause]Everyone’s here!
"SUNNY_PART2_EUGENE2",I’m still not sure we should be helping her out. [pause]Are you forgetting the time her former employer tried to take over the island?
"SUNNY_PART2_MEREDITH3",This could be interesting.
"SUNNY_PART2_FELIX3",I’m here for moral support.
"SUNNY_PART2_VIOLA3",I am curious! Perhaps this shall be entertaining?
"SUNNY_PART2_SUNNY4",[wave amp=20 freq=5]Whuhh…?[/wave]
"SUNNY_PART2_KAYLEIGH5",Right, [pause]Sunny, [pause]I’ll take you back here and you can pick out some new outfits.
"SUNNY_PART2_SUNNY6",[wave amp=20 freq=5]OK...[/wave]
"SUNNY_PART2_SUNNY7",[wave amp=20 freq=5]This… OK…?[/wave]
"SUNNY_PART2_EUGENE8",I’m not sure about this, Kayleigh…
"SUNNY_PART2_MEREDITH9",I’m having a [wave amp=30 freq=10]great[/wave] time already.
"SUNNY_PART2_FELIX10",It’s a start!
"SUNNY_PART2_VIOLA11",Hmm. [pause]Perhaps this maiden is even more unfamiliar with the styles and fashions of this land than I.
"SUNNY_PART2_KAYLEIGH12",I’m not sure about this one, [pause]Sunny!
"SUNNY_PART2_SUNNY13",[wave amp=20 freq=5]I’m not… sure...[/wave]
"SUNNY_PART2_EUGENE14",That’s not the direction I was expecting you to go.
"SUNNY_PART2_KAYLEIGH15",You don’t look super comfortable in that, Sunny… [pause]How about we try another?
"SUNNY_PART2_SUNNY16",[wave amp=20 freq=5]I think I… [pause]look good.[/wave]
"SUNNY_PART2_EUGENE17",I…
"SUNNY_PART2_KAYLEIGH19",Absolutely [wave amp=30 freq=10]gorgeous[/wave]? [pause]No, [pause]that’s not just you.
"SUNNY_PART2_MEREDITH20",OK, [pause]it turns out Sunny is actually cool. [pause]Who knew?
"SUNNY_PART2_FELIX20",I think Sunny’s found her look.
"SUNNY_PART2_VIOLA20",Quite unexpected. [pause]Quite.
"SUNNY_PART2_PLAYER21_OPTION1",You look cool, Sunny!
"SUNNY_PART2_SUNNY22",[wave amp=20 freq=5]OK. [pause]This is me now... [/wave]
"SUNNY_PART2_SUNNY23",[wave amp=20 freq=5]Thanks for the help… [pause]all of you.[/wave]
"SUNNY_PART2_EUGENE24",I have some VERY mixed emotions right now.
"SUNNY_PART2_KAYLEIGH25",We’re glad to be able to help you, Sunny.
"SUNNY_PART2_SUNNY27",[wave amp=20 freq=5]Landkeepers are not “zombies”. [pause]Landkeepers are vessels. [pause]Created to work.[/wave]
"VIN_AND_FRANKIE_FRANKIE1",VIN_AND_FRANKIE_FRANKIE1
"VIN_NAME",Vin
"VIN_AND_FRANKIE_VIN2",Hey {player}. I’ve finally passed my training and become a full-time ranger!
"VIN_AND_FRANKIE_KAYLEIGH3",I never would have figured these two would end up friends!
"VIN_AND_FRANKIE_MEREDITH3",These two ended up as mates? I guess that figures.
"VIN_AND_FRANKIE_EUGENE3",Heh. I guess these two are buddies now?
"VIN_AND_FRANKIE_FELIX3",I didn’t realise you two knew each other! I suppose it’s a small island.
"VIN_AND_FRANKIE_VIOLA3",I would never have assumed a friendship between such two different individuals!
"VIN_AND_FRANKIE_FRANKIE4",Uh, I have some news too.
"VIN_AND_FRANKIE_FRANKIE6",Captain Cybil says wild monsters don’t make great pets, but…[pause] I’m certain it was the fanfic I wrote about him.
"VIN_AND_FRANKIE_FRANKIE7",But not to worry! My new [wave amp=30 freq=10]best buddy[/wave] Vin doesn’t mind that stuff!
"VIN_AND_FRANKIE_VIN8",What’s a fanfic, {player}? She won’t tell me…
"VIN_AND_FRANKIE_FRANKIE9",AHHHH~!
"VIN_AND_FRANKIE_FRANKIE10",VIN_AND_FRANKIE_FRANKIE10
"VIN_AND_FRANKIE_FRANKIE10_OPTION1",Sure!
"VIN_AND_FRANKIE_FRANKIE10_OPTION2",Not now.
"VIN_AND_FRANKIE_FRANKIE11",Ahh… [pause]Not again!
"VIN_AND_FRANKIE_VIN12",Chin up, Frankie. We can’t win them all.
"VIN_AND_FRANKIE_VIN13",{player}, it wasn’t until I fused with Frankie that I realised relying on others isn’t a weakness.
"VIN_AND_FRANKIE_VIN14",When we combine our efforts, we’re more than simply the sum of our parts. [pause]That’s what all this is about, isn’t it?
"VIN_AND_FRANKIE_FRANKIE15",[wave amp=30 freq=10]AND SO THE PLUCKY HEROINE AIDS THE ANTI-HERO’S REDEMPTION ARC THROUGH THE POWER OF LOVE~![/wave]
"VIN_AND_FRANKIE_VIN16",Wait…?! [pause]What…
"VIN_AND_FRANKIE_FRANKIE17",[wave amp=30 freq=10]Nyeh heh heh~![/wave]
"VIN_AND_FRANKIE_FRANKIE18",Seeya, {player}!
"THIEF_NAME",Thief
"VIN_PART1_VIN1",VIN_PART1_VIN1
"VIN_PART1_VIN1_OPTION1",Something like that.
"VIN_PART1_VIN2",Fine! [pause]If you’re gonna fight me, fight me one-on-one!
"VIN_PART1_KAYLEIGH4",Don’t worry, {player}! I’ll sit this one out – you can take out this guy without me!
"VIN_PART1_MEREDITH4",VIN_PART1_MEREDITH4
"VIN_PART1_EUGENE4",VIN_PART1_EUGENE4
"VIN_PART1_FELIX4",What do you say, {player}? Do you wanna show this guy who’s boss?
"VIN_PART1_VIOLA4",VIN_PART1_VIOLA4
"VIN_PART1_VIN5",VIN_PART1_VIN5
"VIN_PART1_KAYLEIGH7",He ran pretty fast. I’m sure we’ll catch him next time, {player}.
"VIN_PART1_MEREDITH7",VIN_PART1_MEREDITH7
"VIN_PART1_EUGENE7",Despite all that bravado, he was pretty quick to flee, huh?
"VIN_PART1_FELIX7",He’s a pretty fast runner. I guess we’ll catch him next time.
"VIN_PART1_VIOLA7",He was quick to exit the stage of battle. I am sure our paths will cross again.
"VIN_PART2_VIN1",[shake rate=30 level=10]It’s you again![/shake]
"VIN_PART2_VIN4",Heh, you’ll never catch me. And I’ll never give up...
"VIN_PART2_VIN5",[shake rate=30 level=10]Not until the people are free of the tyranny of the Harbourtown Rangers![/shake]
"VIN_PART3_VIN1",VIN_PART3_VIN1
"VIN_PART3_VIN1_OPTION1",Hey! The name’s {player}!
"VIN_PART3_VIN2",…
"VIN_PART3_VIN4",VIN_PART3_VIN4
"VIN_PART3_VIN4_OPTION1",VIN_PART3_VIN4_OPTION1
"VIN_PART3_KAYLEIGH5",You’re with the Mournchildren?
"VIN_PART3_MEREDITH5",He’s a cultist, {player}. Must be mad about that Mourningstar bloke you and Kayleigh beat up.
"VIN_PART3_EUGENE5",Hey! A lot more than just Dorian would have died if not for {player}!
"VIN_PART3_FELIX5",Wait, so this thief guy is part of that weird cult?
"VIN_PART3_VIOLA5",You are mistaken, thief!
"VIN_PART3_VIN6",VIN_PART3_VIN6
"VIN_PART3_VIN7",When our leader was [wave amp=30 freq=10]cruelly slain[/wave], you rangers immediately started trying to “offer us help”. Yeah right.
"VIN_PART3_KAYLEIGH9",You’ve gotten this all wrong. [pause]Dorian was responsible for everything your community went through!
"VIN_PART3_VIN10",The blank tapes and stickers I’m stealing… They’re gonna be for our resistance!
"VIN_PART5_VIN1",Hey, {player}.
"VIN_PART5_VIN3",I regret messing up like I did, but... [pause]in the end I did it because I wanted to support my community.
"VIN_PART5_VIN4",So I joined the rangers to do just that! And make up for my mistakes, of course.
"VIN_PART5_KAYLEIGH5",Brilliant! [pause]I’m glad you’re turning things around for yourself, Vin!
"VIN_PART5_MEREDITH5",Yeah, it sounds like you’ve got a lot of work to do, mate.
"VIN_PART5_EUGENE5",Sounds like you’ve found your own personal cause. I respect that.
"VIN_PART5_FELIX5",Glad to see you’ve had a real change of heart.
"VIN_PART5_VIOLA5",All’s well that ends well.
"VIN_PART5_VIN6",And now I must challenge you for your stamp! [pause]Come on, fight me [wave amp=30 freq=10]one-on-one[/wave], {player}!
"VIN_PART5_VIN7",Damn… you don’t hold back even with your friends, do you?
"VIN_PART5_VIN7_OPTION1",That’s right!
"VIN_PART5_VIN8",It’s a good thing there are still 12 other captains I can get my stamps from.
"WORKING_OVERTIME_RANGER_NAME",Exhausted Ranger
"WORKING_OVERTIME_COMPLETE_RANGER8",I’ve lived my whole life here, [pause]but a lot of folks come from different places and get stuck here.
"WORKING_OVERTIME_ACTIVE_RANGER1",Hey, again. Did you manage to find that wood?
"WORKING_OVERTIME_ACTIVE_RANGER1_OPTION2",Not yet!
"WORKING_OVERTIME_ACTIVE_RANGER_NO",Don’t worry about it. I ain’t leaving here anytime soon.
"WORKING_OVERTIME_ACTIVE_RANGER1_OPTION1",Hand him {required_item_amount} wood.
"WORKING_OVERTIME_COMPLETE_RANGER2",You did it! [pause]Thanks for your help – I was dreading the thought of collecting all those materials myself.
"WORKING_OVERTIME_COMPLETE_RANGER3",Hmm... [pause][pause]since you helped me out, [pause]why don’t you decide on the design?
"WORKING_OVERTIME_COMPLETE_RANGER4_OPTION1",A bird!
"WORKING_OVERTIME_COMPLETE_RANGER5",Alright, [pause]let’s go with that.
"WORKING_OVERTIME_COMPLETE_RANGER6",Phew. [pause][pause]All done. [pause]What do you think?
"WORKING_OVERTIME_COMPLETE_RANGER6_OPTION1",I love it!
"WORKING_OVERTIME_COMPLETE_KAYLEIGH7",Brilliant work!
"WORKING_OVERTIME_COMPLETE_MEREDITH7",Pretty neat work, mate.
"WORKING_OVERTIME_COMPLETE_EUGENE7",Heh. [pause]Nice work, man.
"WORKING_OVERTIME_COMPLETE_FELIX7",Neat sign.
"WORKING_OVERTIME_COMPLETE_VIOLA7",I can see that you have worked diligently on this piece.
"WORKING_OVERTIME_INITIAL_RANGER1",Hey, [pause]any chance you could lend a hand?
"WORKING_OVERTIME_INITIAL_RANGER3",Only I’ve miscalculated how much wood it would take. Any chance you could source me some spare wood? [pause]That would be a real lifesaver!
"WORKING_OVERTIME_INITIAL_RANGER3_OPTION1",Sure!
"WORKING_OVERTIME_INITIAL_RANGER4",Really? Thanks! [pause]Come say hi when you’ve got the materials. 
"WORKING_OVERTIME_INITIAL_RANGER_NO",Hey, don’t worry about it.
"VIOLA_INTRO1_KAYLEIGH1",I’m a little concerned about this…
"VIOLA_INTRO1_MEREDITH1",Ugh, typical. There’s always something trying to kill us, isn’t there?
"VIOLA_INTRO1_EUGENE1",The more opponents, the better the workout, [pause]right?
"VIOLA_INTRO1_FELIX1",...Oh. I guess this was an ambush.
"VIOLA_UNKNOWN_NAME",Mysterious Woman
"VIOLA_INTRO1_VIOLA2",This country shows no kindness, strangers. 
"VIOLA_INTRO1_VIOLA3",Come – [pause]let us match these beasts in number!
"VIOLA_INTRO1_VIOLA4",…
"VIOLA_INTRO1_VIOLA5",You would do well to leave before those fiends return...
"VIOLA_INTRO1_VIOLA6",You surely have no reason to remain in such a place as this.
"VIOLA_INTRO1_KAYLEIGH7",At least let us thank you! Who are you?
"VIOLA_INTRO1_MEREDITH7",Nice hat. Who are you, anyway?
"VIOLA_INTRO1_EUGENE7",C’mon, [pause]we’re battle buddies! [pause]At least tell us your name.
"VIOLA_INTRO1_FELIX7",That was a pretty dramatic fight. [pause]Can you at least tell us your name?
"VIOLA_INTRO1_VIOLA8",I am Viola of Messaline.
"VIOLA_INTRO1_VIOLA9",I am no fighter, but this land has thrust such a role upon me.
"VIOLA_INTRO1_VIOLA10_OPTION1",What is your burden?
"VIOLA_INTRO1_VIOLA11",...
"VIOLA_INTRO1_VIOLA12",My brother and I were both cast to the seas.
"VIOLA_INTRO2_VIOLA1",We meet again. How fares thee?
"VIOLA_INTRO2_VIOLA1_OPTION1",Where might your brother be?
"VIOLA_INTRO2_VIOLA2",I know not.
"VIOLA_INTRO2_VIOLA4",I do not know this country, nor do I know its customs.
"VIOLA_INTRO2_VIOLA6",From my perspective, [pause]it is thee who speaks with a curious dialect.
"VIOLA_INTRO2_VIOLA8",Farewell.
"SEBASTIAN_NAME",Sebastian
"VIOLA_QUEST1_PART1_SEBASTIAN1",[wave amp=30 freq=10]TELL MY SISTER… SHE IS TO MEET ME HERE…[/wave]
"VIOLA_QUEST1_PART1_KAYLEIGH2",Was that Viola’s brother? We should tell her…
"VIOLA_QUEST1_PART1_MEREDITH2",I, uh, don’t know what to make of that. We should tell Viola I guess.
"VIOLA_QUEST1_PART1_EUGENE2",That was pretty weird, huh? C’mon, let’s go tell Viola.
"VIOLA_QUEST1_PART1_FELIX2",This story is getting weirder. C’mon, we should go tell Viola we saw her brother.
"VIOLA_QUEST2_PART1_VIOLA1",What’s that – you saw a vision of my brother?
"VIOLA_QUEST2_PART1_VIOLA3",I see…
"VIOLA_QUEST2_PART1_VIOLA4",My brother may still be among the living, [pause]or perhaps only his soul instead lingers…
"VIOLA_QUEST2_PART1_VIOLA6_OPTION1",Sure!
"VIOLA_QUEST2_PART1_VIOLA7",Let us travel with haste. 
"VIOLA_QUEST2_PART1_VIOLA_NO",I understand. I shall remain here for now, then.
"VIOLA_QUEST3_PART1_VIOLA1",This is the place?
"VIOLA_QUEST3_PART1_VIOLA2",My brother, [pause]if you are in this place… [pause]Speak to me.
"VIOLA_QUEST3_PART1_VIOLA3",Let us search this place, and then be rid of it.
"VIOLA_QUEST3_PART2_VIOLA1",Brother?!
"VIOLA_QUEST3_PART2_SEBASTIAN2",I have waited many moons to meet you, [wave amp=30 freq=10]Viola of Messaline.[/wave]
"VIOLA_QUEST3_PART2_VIOLA4",…[pause] You do not deceive me, spirit. [pause]I shall not play your games.
"VIOLA_QUEST3_PART2_SEBASTIAN5",No? [pause]But the night’s festivities have not yet even begun!
"VIOLA_QUEST3_PART2_SEBASTIAN6",COME, VIOLA OF MESSALINE.

YOU SHALL FIND YOUR FAMILY WITHIN.

FOR I AM YOUR BROTHER’S KEEPER.
"VIOLA_QUEST3_PART2_VIOLA7",...
"VIOLA_QUEST3_PART2_VIOLA8",I spare little faith in the words of this spirit. [pause]But if it knows of Sebastian, [pause]and my name…
"VIOLA_QUEST4_EPILOGUE_VIOLA1",Thank you for accompanying me on this quest, [pause]{player}. 
"VIOLA_QUEST4_EPILOGUE_VIOLA3",It may be that my life is but a story in other realms, but…
"VIOLA_QUEST4_EPILOGUE_VIOLA4",It matters not. My future is mine to write.
"VIOLA_QUEST4_EPILOGUE_VIOLA6",But from the moment we tied our hearts together in battle, [pause]you have become part of my story too.
"VIOLA_QUEST4_EPILOGUE_VIOLA6_OPTION1",”Tied our hearts”?
"VIOLA_QUEST4_EPILOGUE_VIOLA7",I refer to our [wave amp=30 freq=10]moment of union[/wave] in our great battle. When we became of one body, I felt our [wave amp=30 freq=10]fates[/wave] intertwine also.
"VIOLA_QUEST4_EPILOGUE_VIOLA9_OPTION1",That’s right!
"VIOLA_QUEST4_EPILOGUE_VIOLA10",Perhaps if this is found, then I shall be reunited with my brother.
"VIOLA_QUEST4_EPILOGUE_VIOLA11",Very well! [pause]Let me repay my debt: I shall aid you in your own journey.
"VIOLA_QUEST4_PART1_ROBIN1",CARE TO DANCE, COUSIN?
